scaffold,start,end,mid,sites,pi_Sms1,pi_Sms2,dxy_Sms1_Sms2,Fst_Sms1_Sms2
scaffold_1,16821386,16894202,16859676,25000,0.002325,0.002468,0.002884,0.095492
scaffold_1,16894203,16967571,16925400,25000,0.001175,0.001349,0.001172,-0.038075
scaffold_1,16967572,17051428,17008836,25000,0.001843,0.002043,0.001903,-0.010831
scaffold_1,17051429,17191621,17110626,25000,0.002366,0.002445,0.002237,-0.037641
scaffold_1,17191622,17223450,17207836,25000,0.002126,0.0025,0.002724,0.079269
scaffold_1,17223451,17423647,17357279,25000,0.002074,0.002035,0.001911,-0.037766
scaffold_1,17423648,17514520,17450504,25000,0.003043,0.002535,0.003848,0.164045
scaffold_1,17514521,17774350,17574486,25000,0.001934,0.001688,0.001716,-0.029337
scaffold_1,17774351,17867947,17829331,25000,0.002247,0.002998,0.002601,-0.004415
scaffold_1,17867948,17942756,17902141,25000,0.001625,0.00185,0.001657,-0.024403
scaffold_1,17942757,18025775,17998637,25000,0.003996,0.003688,0.003668,-0.024469
scaffold_1,18025776,18078541,18050441,25000,0.002009,0.002175,0.002147,0.01551
scaffold_1,18078542,18178955,18101398,25000,0.003296,0.003053,0.003206,0.005356
scaffold_1,18178956,18225220,18203875,25000,0.001209,0.001118,0.001208,0.021626
scaffold_1,18225221,18386998,18306941,25000,0.002225,0.002288,0.00237,0.025231
scaffold_1,18386999,18453718,18416644,25000,0.002832,0.00325,0.00307,0.00483
scaffold_1,18453719,18536328,18496084,25000,0.002585,0.001947,0.002389,0.027087
scaffold_1,18536329,18592347,18560875,25000,0.002769,0.002689,0.002637,-0.017688
scaffold_1,18592348,18690926,18664008,25000,0.002109,0.001866,0.00218,0.047563
scaffold_1,18690927,18738097,18716831,25000,0.002757,0.002569,0.006153,0.403473
scaffold_1,18738098,18779860,18756481,25000,0.004914,0.005612,0.006778,0.120282
scaffold_1,18779861,18828965,18807206,25000,0.002478,0.002302,0.002251,-0.0309
scaffold_1,18828966,18861138,18846005,25000,0.004211,0.003964,0.00418,0.013547
scaffold_1,18861142,18923578,18887265,25000,0.002033,0.001881,0.002009,0.01348
scaffold_1,18923579,18961996,18940387,25000,0.001289,0.00177,0.001436,-0.032746
scaffold_1,18961997,19002410,18978121,25000,0.001314,0.001465,0.001294,-0.032592
scaffold_1,19002411,19081659,19048104,25000,0.001873,0.001736,0.001678,-0.036763
scaffold_1,19081660,19331056,19235255,25000,0.00344,0.002893,0.003085,-0.012018
scaffold_1,19331057,19357962,19344935,25000,0.002118,0.002023,0.002014,-0.014221
scaffold_1,19357963,19384911,19371224,25000,0.001776,0.001737,0.001645,-0.03391
scaffold_1,19384912,19415546,19399686,25000,0.001947,0.001486,0.001612,-0.032598
scaffold_1,19415547,19512844,19446925,25000,0.001661,0.001821,0.001626,-0.027794
scaffold_1,19512845,19662846,19588382,25000,0.001617,0.001669,0.001584,-0.018874
scaffold_1,19662848,19706563,19680893,25000,0.003169,0.003185,0.002962,-0.035544
scaffold_1,19706564,19748557,19722460,25000,0.003523,0.003098,0.003584,0.040768
scaffold_1,19748558,19794816,19774074,25000,0.003173,0.002843,0.003043,0.005939
scaffold_1,19794817,19838748,19815045,25000,0.002841,0.002669,0.002873,0.025612
scaffold_1,19838749,19874138,19857170,25000,0.001463,0.001484,0.001443,-0.010772
scaffold_1,19874139,19902530,19889003,25000,0.001325,0.001451,0.00131,-0.029842
scaffold_1,19902531,19938423,19919088,25000,0.001469,0.001604,0.001448,-0.030806
scaffold_1,19938424,19963589,19950988,25000,0.001031,0.001031,0.000967,-0.033332
scaffold_1,19963590,19989586,19976388,25000,0.000828,0.000983,0.000849,-0.033325
scaffold_1,19989587,20016287,20002472,25000,0.002548,0.002544,0.002432,-0.023674
scaffold_1,20016288,20095738,20046404,25000,0.002233,0.001927,0.002409,0.071192
scaffold_1,20095739,20152378,20135021,25000,0.003117,0.002944,0.003798,0.11389
scaffold_1,20152379,20192467,20168055,25000,0.003383,0.003516,0.00327,-0.027614
scaffold_1,20192468,20224063,20206063,25000,0.001875,0.001581,0.001613,-0.034481
scaffold_1,20224064,20266506,20251672,25000,0.001084,0.001126,0.001038,-0.032601
scaffold_1,20266507,20306055,20281537,25000,0.001603,0.001463,0.001423,-0.038714
scaffold_1,20306056,20385406,20348572,25000,0.0021,0.002599,0.002542,0.033919
scaffold_1,20385407,20440172,20410269,25000,0.002386,0.002198,0.002316,0.00513
scaffold_1,20440173,20476198,20462376,25000,0.001755,0.001608,0.002235,0.145176
scaffold_1,20476199,20749544,20630251,25000,0.001665,0.002081,0.002282,0.099187
scaffold_1,20749545,20974634,20921928,25000,0.001219,0.001779,0.001436,-0.022227
scaffold_1,20974635,21009798,20995183,25000,0.002598,0.002564,0.002488,-0.018938
scaffold_1,21009799,21037559,21023500,25000,0.002909,0.002769,0.002689,-0.028097
scaffold_1,21037560,21070039,21054523,25000,0.000958,0.000873,0.000863,-0.030665
scaffold_1,21070040,21110406,21085445,25000,0.00296,0.003137,0.003069,0.003458
scaffold_1,21110411,21138747,21125576,25000,0.002102,0.002082,0.00196,-0.033682
scaffold_1,21138748,21171461,21154107,25000,0.001269,0.001025,0.001081,-0.030539
scaffold_1,21171462,21291049,21200985,25000,0.000753,0.000815,0.003311,0.624555
scaffold_1,21291050,21331752,21308907,25000,0.001903,0.001959,0.001872,-0.015732
scaffold_1,21331753,21398280,21374138,25000,0.002002,0.001976,0.003986,0.341291
scaffold_1,21398281,21584490,21499114,25000,0.001832,0.001908,0.001748,-0.035861
scaffold_1,21584491,21617148,21598360,25000,0.003042,0.00295,0.002923,-0.012693
scaffold_1,21617149,21655836,21636493,25000,0.00245,0.002538,0.002391,-0.022415
scaffold_1,21655837,21695463,21669873,25000,0.001615,0.001581,0.001484,-0.038421
scaffold_1,21695465,21897226,21822099,25000,0.00194,0.001985,0.001869,-0.025229
scaffold_1,21897227,21927218,21911829,25000,0.002708,0.002876,0.00273,-0.011628
scaffold_1,21927219,21990428,21961052,25000,0.001504,0.001476,0.001398,-0.0329
scaffold_1,21990430,22061014,22020285,25000,0.001819,0.001608,0.001681,-0.009245
scaffold_1,22061015,22104419,22081927,25000,0.001628,0.001813,0.001606,-0.035612
scaffold_1,22104420,22155416,22123398,25000,0.001903,0.002034,0.002836,0.183336
scaffold_1,22155417,22228478,22188930,25000,0.003789,0.002204,0.004041,0.150488
scaffold_1,22228479,22262113,22247142,25000,0.003637,0.002885,0.003683,0.062666
scaffold_1,22262114,22364192,22340948,25000,0.002688,0.002757,0.00766,0.481586
scaffold_1,22364193,22393708,22379179,25000,0.001448,0.00145,0.001359,-0.033268
scaffold_1,22393709,22422642,22408702,25000,0.001781,0.001741,0.001653,-0.032818
scaffold_1,22422643,22459377,22441592,25000,0.001283,0.00123,0.001177,-0.032039
scaffold_1,22459378,22493840,22479198,25000,0.001872,0.001829,0.001737,-0.032594
scaffold_1,22493841,22541528,22517407,25000,0.002055,0.001788,0.002227,0.075778
scaffold_1,22541529,22576176,22557212,25000,0.002487,0.002003,0.002137,-0.025288
scaffold_1,22576177,22604203,22590317,25000,0.003484,0.003515,0.003434,-0.009211
scaffold_1,22604205,22692102,22647715,25000,0.001652,0.00187,0.001771,0.003094
scaffold_1,22692103,22731606,22710900,25000,0.003382,0.00366,0.003595,0.010653
scaffold_1,22731607,22852679,22799964,25000,0.0029,0.003174,0.002963,-0.012407
scaffold_1,22852680,22967433,22892803,25000,0.002571,0.002215,0.003117,0.135165
scaffold_1,22967434,23028214,23002240,25000,0.001698,0.002096,0.001986,0.02346
scaffold_1,23028215,23081955,23056963,25000,0.001762,0.001545,0.001526,-0.036033
scaffold_1,23081956,23142727,23123577,25000,0.001577,0.001537,0.001445,-0.039031
scaffold_1,23142728,23193362,23156648,25000,0.001937,0.001926,0.001807,-0.033989
scaffold_1,23193364,23244798,23217876,25000,0.00235,0.00302,0.002525,-0.030693
scaffold_1,23244799,23308050,23275806,25000,0.00233,0.002395,0.002623,0.053911
scaffold_1,23308051,23352701,23334553,25000,0.001938,0.002298,0.003857,0.299505
scaffold_1,23352702,23500695,23436992,25000,0.004088,0.004226,0.005993,0.18567
scaffold_1,23500696,23536827,23518370,25000,0.003926,0.004394,0.004454,0.035657
scaffold_1,23536828,23639947,23572988,25000,0.001084,0.001237,0.001072,-0.041251
scaffold_1,23639948,23844423,23760980,25000,0.001942,0.002054,0.001843,-0.045591
scaffold_1,23844424,23903090,23878753,25000,0.002229,0.001703,0.001824,-0.058957
scaffold_1,23903091,23959316,23932599,25000,0.001749,0.001796,0.003516,0.338492
scaffold_1,23959317,23986482,23973754,25000,0.00134,0.001408,0.001331,-0.01639
scaffold_1,23986483,24033810,24008336,25000,0.002276,0.00301,0.002877,0.051442
scaffold_1,24033811,24065914,24050803,25000,0.001218,0.00136,0.001208,-0.033426
scaffold_1,24065915,24112775,24088059,25000,0.001725,0.001711,0.005051,0.501395
scaffold_1,24112776,24200628,24141026,25000,0.003056,0.003282,0.0032,0.005357
scaffold_1,24200629,24234637,24217933,25000,0.003691,0.003767,0.003602,-0.017935
scaffold_1,24234638,24397449,24313487,25000,0.002899,0.003309,0.00398,0.126317
scaffold_1,24397450,24462600,24440313,25000,0.002539,0.002407,0.002517,0.008991
scaffold_1,24462601,24490836,24476610,25000,0.001508,0.003701,0.002784,0.034305
scaffold_1,24490837,24522927,24507779,25000,0.001865,0.00214,0.003284,0.250532
scaffold_1,24522928,24552124,24536170,25000,0.001757,0.001784,0.001664,-0.031847
scaffold_1,24552125,24634803,24587861,25000,0.002402,0.002356,0.002652,0.055891
scaffold_1,24634810,24736293,24696819,25000,0.00137,0.001297,0.002257,0.263155
scaffold_1,24736294,24774234,24751882,25000,0.001911,0.001762,0.001724,-0.032654
scaffold_1,24774235,24833387,24806528,25000,0.004307,0.004275,0.004152,-0.016972
scaffold_1,24833388,24924214,24889928,25000,0.004138,0.004927,0.004325,-0.032633
scaffold_1,24924215,25003579,24973927,25000,0.001022,0.001062,0.000987,-0.027947
scaffold_1,25003580,25029604,25016300,25000,0.002945,0.002924,0.002835,-0.01787
scaffold_1,25029605,25084024,25067431,25000,0.002269,0.00225,0.002122,-0.032291
scaffold_1,25084025,25111372,25098175,25000,0.001896,0.001982,0.001825,-0.03135
scaffold_1,25111373,25139219,25125276,25000,0.002032,0.002074,0.002245,0.0453
scaffold_1,25139220,25181082,25153181,25000,0.002028,0.001975,0.001873,-0.034016
scaffold_1,25181083,25216527,25195013,25000,0.003621,0.003702,0.003875,0.028563
scaffold_1,25216528,25303546,25252166,25000,0.002254,0.002115,0.002196,0.000402
scaffold_1,25303547,25333071,25316781,25000,0.003988,0.003876,0.003863,-0.0091
scaffold_1,25333072,25364329,25347176,25000,0.002578,0.002751,0.002785,0.020767
scaffold_1,25364330,25481149,25406303,25000,0.001858,0.002032,0.002007,0.016407
scaffold_1,25481150,25552052,25523390,25000,0.004075,0.003895,0.003937,-0.006044
scaffold_1,25552053,25597273,25574708,25000,0.003474,0.003319,0.003294,-0.015824
scaffold_1,25597274,25640933,25616306,25000,0.001774,0.001954,0.001804,-0.017076
scaffold_1,25640934,25715367,25682063,25000,0.003142,0.00251,0.00284,0.001706
scaffold_1,25715368,26018350,25850631,25000,0.001566,0.001432,0.001477,-0.00767
scaffold_1,26018351,26073740,26055784,25000,0.001378,0.001306,0.001239,-0.041643
scaffold_1,26073741,26116262,26101456,25000,0.001691,0.001938,0.00168,-0.034641
scaffold_1,26116263,26165485,26146176,25000,0.003138,0.002748,0.002884,-0.002912
scaffold_1,26165486,26191549,26178317,25000,0.002786,0.002672,0.003782,0.166011
scaffold_1,26191550,26228398,26208410,25000,0.001837,0.001374,0.002113,0.122729
scaffold_1,26228399,26306603,26280656,25000,0.001799,0.001942,0.001746,-0.032657
scaffold_1,26306604,26364172,26341077,25000,0.001672,0.001902,0.001772,0.000231
scaffold_1,26364173,26392657,26378745,25000,0.001848,0.001853,0.002113,0.068708
scaffold_1,26392658,26432148,26413283,25000,0.002926,0.002706,0.003464,0.110442
scaffold_1,26432149,26489011,26454958,25000,0.001988,0.001984,0.002116,0.032439
scaffold_1,26489012,26629314,26544305,25000,0.003646,0.003765,0.003931,0.029973
scaffold_1,26629315,26666826,26651676,25000,0.001557,0.001741,0.001763,0.034528
scaffold_1,26666827,26778097,26702051,25000,0.002745,0.003032,0.003191,0.051326
scaffold_1,26778098,26853807,26818855,25000,0.002753,0.002447,0.003078,0.086107
scaffold_1,26853808,27009486,26911893,25000,0.00311,0.00375,0.003812,0.054052
scaffold_1,27009487,27065736,27044330,25000,0.001071,0.001237,0.001205,0.022776
scaffold_1,27065737,27095050,27081302,25000,0.001704,0.001814,0.001654,-0.031946
scaffold_1,27095051,27159996,27117834,25000,0.0025,0.00213,0.002177,-0.026141
scaffold_1,27159997,27207615,27187878,25000,0.002666,0.002282,0.002361,-0.02417
scaffold_1,27207616,27266715,27231375,25000,0.002074,0.00209,0.001951,-0.033625
scaffold_1,27266716,27298771,27280312,25000,0.001727,0.001872,0.001688,-0.033196
scaffold_1,27298772,27324036,27311486,25000,0.001741,0.002049,0.001786,-0.030563
scaffold_1,27324038,27392134,27353740,25000,0.001941,0.002113,0.00192,-0.028135
scaffold_1,27392135,27445908,27424965,25000,0.001441,0.001498,0.001674,0.064446
scaffold_1,27445909,27489613,27464234,25000,0.001874,0.001761,0.001711,-0.031214
scaffold_1,27489614,27586704,27513974,25000,0.002125,0.002283,0.00213,-0.01757
scaffold_1,27586705,27653519,27628794,25000,0.003222,0.003381,0.004424,0.149282
scaffold_1,27653520,27780634,27723421,25000,0.001877,0.002098,0.002302,0.075482
scaffold_1,27780635,27884661,27830985,25000,0.003528,0.003085,0.003353,0.006091
scaffold_1,27884662,27922352,27904143,25000,0.00309,0.003929,0.004648,0.14311
scaffold_1,27922353,27972955,27945597,25000,0.001775,0.001859,0.001721,-0.030985
scaffold_1,27972956,28008551,27992901,25000,0.00205,0.002131,0.002077,-0.006138
scaffold_1,28008552,28096099,28057401,25000,0.001767,0.001791,0.002155,0.097813
scaffold_1,28096100,28161440,28122274,25000,0.001658,0.001493,0.001457,-0.036683
scaffold_1,28161441,28359999,28255489,25000,0.002219,0.001629,0.003951,0.358306
scaffold_1,28360000,28419102,28383083,25000,0.002871,0.00269,0.003403,0.103504
scaffold_1,28419103,28475036,28440767,25000,0.002897,0.002893,0.002727,-0.030573
scaffold_1,28475037,28528064,28503045,25000,0.001298,0.001236,0.001188,-0.031873
scaffold_1,28528065,28601177,28581205,25000,0.002362,0.002575,0.002345,-0.023352
scaffold_1,28601178,28635340,28620408,25000,0.001893,0.001678,0.00166,-0.041885
scaffold_1,28635341,28728164,28679583,25000,0.005036,0.004424,0.004598,-0.014587
scaffold_1,28728165,28781048,28759893,25000,0.001727,0.002282,0.002088,0.011793
scaffold_1,28781050,28825906,28803701,25000,0.001892,0.002194,0.002415,0.079446
scaffold_1,28825907,28892008,28857063,25000,0.003485,0.002819,0.003115,-0.007882
scaffold_1,28892009,28977129,28933176,25000,0.001747,0.001475,0.001494,-0.038472
scaffold_1,28977130,29052804,29020926,25000,0.003986,0.003939,0.003877,-0.0112
scaffold_1,29052805,29114645,29082912,25000,0.004344,0.003549,0.006755,0.26863
scaffold_1,29114646,29238479,29166956,25000,0.002561,0.002886,0.00258,-0.027887
scaffold_1,29238480,29298948,29260925,25000,0.002653,0.002865,0.002602,-0.030335
scaffold_1,29298949,29324976,29311905,25000,0.00096,0.001211,0.001017,-0.033325
scaffold_1,29324977,29350167,29337569,25000,0.001238,0.001238,0.001161,-0.033332
scaffold_1,29350168,29375586,29362965,25000,0.00094,0.00094,0.000881,-0.033329
scaffold_1,29375587,29403344,29390271,25000,0.00087,0.001004,0.000883,-0.030901
scaffold_1,29403345,29430286,29417271,25000,0.000984,0.001066,0.00096,-0.034124
scaffold_1,29430287,29457842,29443603,25000,0.001543,0.001575,0.001463,-0.032729
scaffold_1,29457843,29503803,29478833,25000,0.001552,0.001644,0.001482,-0.043503
scaffold_1,29503804,29529896,29516702,25000,0.001228,0.001211,0.001144,-0.032959
scaffold_1,29529897,29559857,29544613,25000,0.002816,0.002785,0.002791,-0.001842
scaffold_1,29559858,29586413,29572588,25000,0.004944,0.004685,0.004628,-0.020392
scaffold_1,29586414,29632224,29610520,25000,0.00166,0.001658,0.001556,-0.032982
scaffold_1,29632226,29662249,29646480,25000,0.003144,0.002753,0.002789,-0.028766
scaffold_1,29662250,29693463,29678070,25000,0.003603,0.002868,0.00357,0.057323
scaffold_1,29693464,29719025,29706257,25000,0.001456,0.001422,0.001335,-0.038882
scaffold_1,29719026,29749308,29736163,25000,0.001407,0.00133,0.001274,-0.03443
scaffold_1,29749309,29774617,29761958,25000,0.001467,0.001411,0.001336,-0.038481
scaffold_1,29774618,29853394,29798391,25000,0.000851,0.000816,0.000773,-0.036802
scaffold_1,29853395,29924701,29889536,25000,0.002102,0.002539,0.002218,-0.023233
scaffold_1,29924702,29952646,29938437,25000,0.004838,0.005205,0.004933,-0.009168
scaffold_1,29952647,29979285,29966119,25000,0.003151,0.003076,0.0033,0.030348
scaffold_1,29979286,30013278,29999534,25000,0.001454,0.001487,0.001382,-0.031885
scaffold_1,30013279,30038753,30025903,25000,0.001566,0.001446,0.001412,-0.033385
scaffold_1,30038754,30080482,30060062,25000,0.001845,0.001966,0.002869,0.206926
scaffold_1,30080483,30106477,30093566,25000,0.000539,0.000443,0.000461,-0.032096
scaffold_1,30106478,30134314,30119723,25000,0.001388,0.001362,0.001289,-0.033176
scaffold_1,30134315,30165635,30150280,25000,0.00149,0.00146,0.001384,-0.033066
scaffold_1,30165636,30191117,30178385,25000,0.001195,0.001186,0.001116,-0.033458
scaffold_1,30191118,30230852,30213692,25000,0.00206,0.002141,0.001964,-0.034906
scaffold_1,30230853,30258572,30244620,25000,0.002232,0.002003,0.00251,0.087924
scaffold_1,30258573,30338484,30308346,25000,0.003785,0.003068,0.004381,0.120154
scaffold_1,30338485,30414532,30400999,25000,0.001393,0.001375,0.001496,0.040053
scaffold_1,30414533,30454209,30432712,25000,0.001771,0.001376,0.001508,-0.019684
scaffold_1,30454211,30488035,30475065,25000,0.001073,0.001062,0.001003,-0.031939
scaffold_1,30488036,30533044,30508249,25000,0.003281,0.0035,0.003929,0.077395
scaffold_1,30533045,30560049,30546545,25000,0.00166,0.001694,0.002252,0.150463
scaffold_1,30560050,30657675,30587007,25000,0.001967,0.001954,0.002992,0.212465
scaffold_1,30657676,30737692,30709472,25000,0.00146,0.001464,0.001357,-0.038402
scaffold_1,30737693,30791028,30757249,25000,0.002197,0.002091,0.00332,0.219747
scaffold_1,30791029,30816915,30804079,25000,0.002811,0.003149,0.004843,0.244051
scaffold_1,30816916,30860117,30838796,25000,0.002489,0.002991,0.002942,0.03657
scaffold_1,30860118,30900773,30880638,25000,0.001732,0.001876,0.002562,0.178146
scaffold_1,30900774,30937782,30918792,25000,0.002773,0.002844,0.00277,-0.007088
scaffold_1,30937783,30980875,30960534,25000,0.003175,0.003118,0.004271,0.155749
scaffold_1,30980876,31038241,31018724,25000,0.002267,0.002257,0.002462,0.043738
scaffold_1,31038242,31067476,31053021,25000,0.002169,0.001997,0.002015,-0.01702
scaffold_1,31067477,31107132,31082975,25000,0.001856,0.001779,0.001703,-0.033537
scaffold_1,31107133,31149174,31129991,25000,0.002259,0.002492,0.002329,-0.013472
scaffold_1,31149175,31186294,31167393,25000,0.002915,0.002812,0.002683,-0.033513
scaffold_1,31186295,31223422,31201953,25000,0.001727,0.001762,0.00171,-0.010239
scaffold_1,31223423,31263063,31241057,25000,0.002804,0.002536,0.002687,0.000847
scaffold_1,31263064,31327238,31294142,25000,0.002364,0.002149,0.002232,-0.008849
scaffold_1,31327239,31371621,31353765,25000,0.001668,0.001465,0.001465,-0.03868
scaffold_1,31371622,31454899,31434788,25000,0.002854,0.00285,0.002894,0.007593
scaffold_1,31454900,31484880,31470253,25000,0.001931,0.002191,0.001935,-0.033551
scaffold_1,31484881,31511654,31498591,25000,0.002148,0.002197,0.002601,0.092396
scaffold_1,31511655,31562463,31532669,25000,0.00201,0.001685,0.001734,-0.032917
scaffold_1,31562464,31630093,31588785,25000,0.001511,0.001418,0.001633,0.055665
scaffold_1,31630094,31741493,31691224,25000,0.001928,0.002451,0.0023,0.024622
scaffold_1,31741494,31773965,31758565,25000,0.001871,0.006121,0.004584,0.067392
scaffold_1,31773966,31808535,31793390,25000,0.003161,0.003256,0.003082,-0.020735
scaffold_1,31808536,31881663,31860603,25000,0.001982,0.00186,0.001914,-0.001748
