scaffold,start,end,mid,sites,pi_Ass1,pi_Ass2,dxy_Ass1_Ass2,Fst_Ass1_Ass2
scaffold_1,13486279,13572493,13535759,25000,0.001751,0.001759,0.001631,-0.038125
scaffold_1,13572494,13603346,13587931,25000,0.002,0.001979,0.001871,-0.031972
scaffold_1,13603347,13630751,13617582,25000,0.00181,0.001818,0.001685,-0.038315
scaffold_1,13630752,13661771,13647734,25000,0.0025,0.002677,0.004075,0.229449
scaffold_1,13661772,13746202,13691027,25000,0.002855,0.002872,0.002659,-0.038366
scaffold_1,13746203,13800679,13783171,25000,0.001646,0.001594,0.001507,-0.037522
scaffold_1,13800680,13826826,13813977,25000,0.002428,0.00225,0.002187,-0.034758
scaffold_1,13826827,13854296,13840389,25000,0.002511,0.002437,0.002353,-0.026061
scaffold_1,13854297,13917535,13888976,25000,0.002058,0.001555,0.001673,-0.028119
scaffold_1,13917537,13972138,13951869,25000,0.001973,0.001904,0.002046,0.026692
scaffold_1,13972139,14006166,13989272,25000,0.002027,0.00192,0.001858,-0.031913
scaffold_1,14006168,14043839,14022484,25000,0.004285,0.004396,0.004197,-0.017431
scaffold_1,14043840,14069991,14056621,25000,0.00225,0.002236,0.002082,-0.038573
scaffold_1,14069992,14110024,14091089,25000,0.002358,0.00221,0.00214,-0.033356
scaffold_1,14110025,14168690,14146138,25000,0.002119,0.001997,0.006608,0.533864
scaffold_1,14168691,14194612,14181736,25000,0.001578,0.00149,0.001424,-0.038419
scaffold_1,14194613,14234195,14210982,25000,0.001989,0.001671,0.001738,-0.026701
scaffold_1,14234197,14262235,14247981,25000,0.003514,0.003626,0.003417,-0.023883
scaffold_1,14262236,14287602,14275008,25000,0.001408,0.001403,0.001336,-0.026468
scaffold_1,14287603,14312829,14300207,25000,0.001185,0.001186,0.001101,-0.038444
scaffold_1,14312830,14349228,14335627,25000,0.002192,0.002315,0.002182,-0.016858
scaffold_1,14349229,14374365,14361821,25000,0.004374,0.004264,0.004098,-0.027296
scaffold_1,14374366,14400163,14387347,25000,0.002224,0.002189,0.002047,-0.038783
scaffold_1,14400164,14456119,14427677,25000,0.002393,0.002231,0.003795,0.249577
scaffold_1,14456120,14531386,14511968,25000,0.00155,0.001374,0.001421,-0.014838
scaffold_1,14531387,14557406,14544490,25000,0.001521,0.001445,0.001368,-0.042153
scaffold_1,14557407,14598052,14578984,25000,0.001844,0.00172,0.001639,-0.043678
scaffold_1,14598053,14629129,14614091,25000,0.004574,0.004596,0.004371,-0.024997
scaffold_1,14629130,14691469,14652872,25000,0.003787,0.003829,0.003722,-0.011745
scaffold_1,14691470,14732323,14713461,25000,0.001557,0.001626,0.001475,-0.039161
scaffold_1,14732324,14770891,14752182,25000,0.00253,0.002686,0.002463,-0.029567
scaffold_1,14770892,14807150,14789601,25000,0.001852,0.001918,0.001809,-0.021144
scaffold_1,14807151,14878378,14840831,25000,0.002427,0.002267,0.002682,0.069007
scaffold_1,14878379,14920708,14901030,25000,0.002461,0.00284,0.003076,0.076274
scaffold_1,14920709,14989318,14956037,25000,0.001635,0.001603,0.001844,0.066048
scaffold_1,14989319,15041888,15013702,25000,0.00327,0.003451,0.003233,-0.020399
scaffold_1,15041889,15153856,15078351,25000,0.001976,0.001921,0.002001,0.013727
scaffold_1,15153857,15210716,15184360,25000,0.00117,0.001523,0.001323,-0.008946
scaffold_1,15210717,15244303,15229340,25000,0.001737,0.001406,0.001474,-0.033396
scaffold_1,15244304,15338129,15284080,25000,0.001188,0.00123,0.002753,0.398437
scaffold_1,15338130,15579177,15535171,25000,0.003292,0.002296,0.003706,0.144657
scaffold_1,15579178,15646429,15621237,25000,0.002744,0.002776,0.003096,0.058886
scaffold_1,15646430,15705543,15672978,25000,0.001511,0.001381,0.00152,0.025865
scaffold_1,15705545,15743597,15727067,25000,0.00157,0.0013,0.002803,0.326794
scaffold_1,15743598,15820567,15787902,25000,0.003097,0.001864,0.003167,0.125382
scaffold_1,15820568,15879118,15860782,25000,0.005923,0.003413,0.006502,0.169195
scaffold_1,15879119,15972257,15926624,25000,0.002794,0.002559,0.004101,0.213708
scaffold_1,15972258,16023609,15993924,25000,0.002714,0.00187,0.004502,0.326251
scaffold_1,16023610,16128688,16095969,25000,0.001924,0.001429,0.001753,0.023086
scaffold_1,16128689,16199574,16163475,25000,0.001879,0.0014,0.001698,0.014074
scaffold_1,16199575,16239911,16218257,25000,0.00199,0.002069,0.003667,0.295004
scaffold_1,16239912,16273345,16258816,25000,0.001862,0.001614,0.007586,0.634226
scaffold_1,16273346,16330744,16302371,25000,0.003449,0.003253,0.003224,-0.022406
scaffold_1,16330745,16369601,16351510,25000,0.001241,0.001601,0.001315,-0.042119
scaffold_1,16369602,16437599,16395179,25000,0.001137,0.001277,0.001313,0.043512
scaffold_1,16437600,16465094,16452051,25000,0.002765,0.003139,0.007199,0.427292
scaffold_1,16465095,16494569,16480086,25000,0.003654,0.003762,0.004261,0.071706
scaffold_1,16494570,16520118,16507297,25000,0.003251,0.003213,0.003907,0.097673
scaffold_1,16520119,16561621,16545425,25000,0.001723,0.001674,0.00158,-0.037794
scaffold_1,16561622,16619467,16582733,25000,0.002,0.001902,0.001809,-0.039223
scaffold_1,16619468,16648020,16632979,25000,0.002424,0.002209,0.002166,-0.034699
scaffold_1,16648021,16685077,16668084,25000,0.002158,0.002421,0.002105,-0.043591
scaffold_1,16685078,16712227,16698297,25000,0.002328,0.002358,0.002178,-0.037707
scaffold_1,16712228,16872026,16775128,25000,0.001735,0.001528,0.001518,-0.03193
scaffold_1,16872027,16897639,16884790,25000,0.001637,0.001303,0.003664,0.424687
scaffold_1,16897640,16927561,16911854,25000,0.001811,0.002092,0.001835,-0.032102
scaffold_1,16927562,16992809,16963905,25000,0.001489,0.001148,0.001239,-0.032238
scaffold_1,16992810,17019496,17006294,25000,0.00263,0.002798,0.003156,0.077187
scaffold_1,17019497,17049647,17035268,25000,0.001558,0.001825,0.002187,0.130698
scaffold_1,17049648,17095629,17077835,25000,0.001447,0.001456,0.00149,0.013498
scaffold_1,17095630,17122757,17109291,25000,0.001578,0.001492,0.002068,0.152665
scaffold_1,17122758,17133163,17127970,10110,0.002379,0.002442,0.002329,-0.019615
scaffold_2,349,33105,13948,25000,0.001645,0.001671,0.001541,-0.037911
scaffold_2,33106,71295,48891,25000,0.001402,0.001322,0.001483,0.044117
scaffold_2,71296,106521,89495,25000,0.00153,0.002095,0.002848,0.20878
scaffold_2,106522,159179,138505,25000,0.00172,0.001698,0.002667,0.224857
scaffold_2,159180,214615,200398,25000,0.002284,0.002355,0.002267,-0.011951
scaffold_2,214616,240192,227391,25000,0.004066,0.004115,0.004404,0.038193
scaffold_2,240193,288370,271948,25000,0.001553,0.001941,0.002164,0.11009
scaffold_2,288371,313856,301063,25000,0.001543,0.001532,0.003199,0.359016
scaffold_2,313857,339654,326934,25000,0.002916,0.002923,0.003066,0.025292
scaffold_2,339655,365678,352498,25000,0.002242,0.002435,0.002175,-0.040971
scaffold_2,365679,396532,381700,25000,0.00222,0.002291,0.004023,0.283145
scaffold_2,396533,423240,410226,25000,0.002025,0.002066,0.004163,0.349337
scaffold_2,423241,457939,444140,25000,0.001549,0.001107,0.001232,-0.038968
scaffold_2,457940,486310,473493,25000,0.003719,0.003809,0.003624,-0.019645
scaffold_2,486311,511401,498852,25000,0.004456,0.004605,0.004286,-0.028781
scaffold_2,511402,536485,523949,25000,0.001357,0.001348,0.001256,-0.038604
scaffold_2,536486,562173,549186,25000,0.004136,0.003883,0.003862,-0.019436
scaffold_2,562174,649310,621439,25000,0.001142,0.001013,0.000993,-0.042412
scaffold_2,649311,675147,662216,25000,0.00224,0.002236,0.002151,-0.020608
scaffold_2,675148,701557,688165,25000,0.00324,0.003861,0.005944,0.25904
scaffold_2,701558,733161,715325,25000,0.003471,0.00316,0.004302,0.1336
scaffold_2,733162,761303,746773,25000,0.001191,0.001162,0.001086,-0.040479
scaffold_2,761304,790090,775093,25000,0.001909,0.001973,0.003135,0.238201
scaffold_2,790091,818300,804903,25000,0.002999,0.002942,0.004324,0.19272
scaffold_2,818301,843750,831037,25000,0.002804,0.002913,0.003432,0.094265
scaffold_2,843751,894176,865406,25000,0.002576,0.001924,0.004393,0.33486
scaffold_2,894177,922908,909461,25000,0.003669,0.003796,0.004479,0.094829
scaffold_2,922909,949520,935830,25000,0.001875,0.001788,0.002817,0.223214
scaffold_2,949522,985204,968742,25000,0.003687,0.003671,0.004041,0.048519
scaffold_2,985205,1012518,999189,25000,0.00316,0.00302,0.005225,0.263752
scaffold_2,1012519,1038740,1025749,25000,0.003104,0.003047,0.003032,-0.007335
scaffold_2,1038741,1075263,1053380,25000,0.001637,0.001634,0.00205,0.11621
scaffold_2,1075264,1106373,1092544,25000,0.002125,0.002074,0.001953,-0.037647
scaffold_2,1106374,1135461,1120004,25000,0.001277,0.001272,0.007336,0.710833
scaffold_2,1135462,1162945,1149301,25000,0.001942,0.002124,0.009409,0.654342
scaffold_2,1162946,1211551,1184567,25000,0.002112,0.002018,0.01278,0.725017
scaffold_2,1211552,1248250,1230925,25000,0.002931,0.003022,0.006113,0.347263
scaffold_2,1248251,1349214,1290760,25000,0.001794,0.001982,0.001755,-0.037759
scaffold_2,1349215,1394091,1371483,25000,0.004196,0.003848,0.005267,0.138275
scaffold_2,1394092,1478684,1441627,25000,0.00403,0.003391,0.004376,0.085058
scaffold_2,1478685,1567017,1515434,25000,0.001996,0.001977,0.001854,-0.03565
scaffold_2,1567018,1607177,1587694,25000,0.002538,0.002122,0.004107,0.283348
scaffold_2,1607178,1650860,1624999,25000,0.001621,0.001438,0.009281,0.71918
scaffold_2,1650861,1697214,1672112,25000,0.001358,0.001538,0.001458,0.003561
scaffold_2,1697215,1739863,1719204,25000,0.002445,0.002418,0.002863,0.084331
scaffold_2,1739864,1771274,1756123,25000,0.003722,0.003563,0.009679,0.462156
scaffold_2,1771275,1806796,1789303,25000,0.003646,0.00305,0.003458,0.016825
scaffold_2,1806797,1850186,1831490,25000,0.002202,0.002435,0.006747,0.497583
scaffold_2,1850187,1896900,1869635,25000,0.001329,0.002229,0.00548,0.510541
scaffold_2,1896901,1942033,1917942,25000,0.001986,0.001829,0.001778,-0.03658
scaffold_2,1942034,2030509,1967188,25000,0.002222,0.002343,0.003839,0.259444
scaffold_2,2030510,2069949,2045991,25000,0.001886,0.003921,0.002749,-0.057463
scaffold_2,2069950,2124100,2103688,25000,0.001637,0.00129,0.002461,0.267774
scaffold_2,2124101,2155688,2138083,25000,0.003088,0.002838,0.002942,0.003436
scaffold_2,2155690,2185504,2171644,25000,0.002669,0.002708,0.002595,-0.018345
scaffold_2,2185505,2222467,2209453,25000,0.001438,0.001438,0.00137,-0.025066
scaffold_2,2222468,2248369,2235365,25000,0.002677,0.002869,0.002652,-0.023148
scaffold_2,2248370,2274212,2261228,25000,0.001876,0.001847,0.005194,0.481291
scaffold_2,2274213,2307604,2292375,25000,0.001285,0.001188,0.001545,0.116466
scaffold_2,2307605,2339785,2325795,25000,0.002065,0.002067,0.001913,-0.04012
scaffold_2,2339786,2377572,2354719,25000,0.00302,0.002887,0.002816,-0.026557
scaffold_2,2377573,2403278,2390447,25000,0.001554,0.001228,0.001761,0.121111
scaffold_2,2403279,2438882,2422636,25000,0.001394,0.002923,0.002439,0.063073
scaffold_2,2438883,2465818,2453028,25000,0.001851,0.001356,0.001484,-0.040139
scaffold_2,2465819,2491343,2478537,25000,0.002095,0.002096,0.001968,-0.032443
scaffold_2,2491344,2519224,2505269,25000,0.002415,0.002118,0.002113,-0.036499
scaffold_2,2519225,2585504,2544037,25000,0.001748,0.001753,0.001681,-0.021163
scaffold_2,2585505,2646557,2624985,25000,0.002056,0.002048,0.002675,0.133623
scaffold_2,2646558,2682733,2665589,25000,0.00262,0.002256,0.003197,0.13967
scaffold_2,2682734,2714990,2698668,25000,0.003494,0.003466,0.003342,-0.021276
scaffold_2,2714991,2764088,2738000,25000,0.003498,0.00294,0.00374,0.077893
scaffold_2,2764089,2812738,2787393,25000,0.001677,0.001834,0.003001,0.272609
scaffold_2,2812739,2839856,2826850,25000,0.001182,0.001926,0.004482,0.488559
scaffold_2,2839857,2866803,2853104,25000,0.002076,0.003006,0.007971,0.521647
scaffold_2,2866804,2892977,2880093,25000,0.001595,0.002226,0.004743,0.429857
scaffold_2,2892978,2949669,2925309,25000,0.002269,0.002139,0.002109,-0.017184
scaffold_2,2949670,3033239,2997885,25000,0.002929,0.003367,0.005617,0.278245
scaffold_2,3033240,3073883,3051019,25000,0.001912,0.00294,0.002324,-0.022256
scaffold_2,3073884,3132904,3101703,25000,0.002142,0.002288,0.002056,-0.038476
scaffold_2,3132905,3216758,3180737,25000,0.002316,0.002152,0.003038,0.154667
scaffold_2,3216759,3242199,3229448,25000,0.002974,0.003122,0.003078,0.00537
scaffold_2,3242200,3272668,3256758,25000,0.001327,0.001202,0.001969,0.225863
scaffold_2,3272669,3371876,3331756,25000,0.001504,0.001288,0.001568,0.060231
scaffold_2,3371877,3404886,3386190,25000,0.001767,0.001525,0.001971,0.101027
scaffold_2,3404887,3430324,3417571,25000,0.002816,0.00276,0.005455,0.331186
scaffold_2,3430325,3457759,3444253,25000,0.002373,0.002435,0.006159,0.446406
scaffold_2,3457760,3483361,3470643,25000,0.001535,0.002233,0.00174,-0.041285
scaffold_2,3483362,3511314,3497648,25000,0.002355,0.002331,0.002175,-0.038471
scaffold_2,3511315,3539497,3525596,25000,0.002302,0.002108,0.003808,0.274935
scaffold_2,3539498,3566459,3552940,25000,0.00239,0.002008,0.004104,0.312468
scaffold_2,3566460,3596130,3582383,25000,0.003723,0.003643,0.003614,-0.009841
scaffold_2,3596131,3622072,3609049,25000,0.001331,0.00107,0.001115,-0.038462
scaffold_2,3622073,3647314,3634661,25000,0.00099,0.000864,0.00086,-0.038703
scaffold_2,3647315,3672750,3660048,25000,0.002462,0.001789,0.004116,0.326751
scaffold_2,3672751,3708137,3694054,25000,0.003576,0.003461,0.003688,0.023032
scaffold_2,3708138,3736643,3721440,25000,0.00294,0.003059,0.004616,0.218726
scaffold_2,3736644,3805793,3772886,25000,0.001811,0.001857,0.002553,0.164467
scaffold_2,3805794,3852135,3833253,25000,0.001876,0.00196,0.001791,-0.036846
scaffold_2,3852136,3877717,3864848,25000,0.001249,0.001145,0.001112,-0.038455
scaffold_2,3877719,3904247,3890877,25000,0.001564,0.001873,0.001597,-0.037869
scaffold_2,3904248,3929526,3916890,25000,0.001053,0.000997,0.000952,-0.038461
scaffold_2,3929527,3958180,3942714,25000,0.00099,0.001048,0.000955,-0.033966
scaffold_2,3958181,3985660,3971878,25000,0.001875,0.00177,0.001688,-0.039893
scaffold_2,3985661,4020147,3999487,25000,0.001117,0.001189,0.001079,-0.034216
scaffold_2,4020148,4045203,4032682,25000,0.001847,0.001909,0.001799,-0.022461
scaffold_2,4045204,4070342,4057750,25000,0.00124,0.001615,0.001443,0.005574
scaffold_2,4070343,4111294,4094937,25000,0.001898,0.001479,0.001988,0.084298
scaffold_2,4111295,4144387,4130315,25000,0.001978,0.001954,0.001824,-0.03878
scaffold_2,4144388,4189511,4159411,25000,0.001549,0.001677,0.003955,0.429569
scaffold_2,4189512,4220249,4204501,25000,0.001588,0.002039,0.004378,0.418148
scaffold_2,4220250,4262790,4237365,25000,0.001953,0.002097,0.002024,-0.000346
scaffold_2,4262791,4295933,4276932,25000,0.002122,0.002143,0.002123,-0.00193
scaffold_2,4295934,4322312,4309167,25000,0.002207,0.002209,0.002268,0.013871
scaffold_2,4322313,4374068,4342878,25000,0.001825,0.001784,0.002028,0.060933
scaffold_2,4374069,4444720,4418494,25000,0.0014,0.001621,0.001408,-0.042595
scaffold_2,4444721,4479835,4461662,25000,0.001368,0.001853,0.001706,0.029967
scaffold_2,4479836,4522186,4506885,25000,0.00135,0.001452,0.001313,-0.033588
scaffold_2,4522187,4550576,4536384,25000,0.001275,0.001275,0.001184,-0.038453
scaffold_2,4550577,4577394,4564108,25000,0.001922,0.002103,0.001869,-0.038442
scaffold_2,4577395,4602936,4590063,25000,0.001856,0.001806,0.001737,-0.027424
scaffold_2,4602937,4650885,4624809,25000,0.001764,0.001744,0.001628,-0.038864
scaffold_2,4650886,4677016,4664003,25000,0.001194,0.001392,0.001244,-0.019949
scaffold_2,4677017,4702826,4689893,25000,0.001211,0.001067,0.001058,-0.038461
scaffold_2,4702827,4732739,4715736,25000,0.001996,0.001644,0.001694,-0.037176
scaffold_2,4732740,4759940,4746767,25000,0.001424,0.001777,0.001492,-0.036489
scaffold_2,4759941,4791676,4774587,25000,0.002402,0.002496,0.002306,-0.031144
scaffold_2,4791677,4819524,4805464,25000,0.00196,0.001804,0.001749,-0.038071
scaffold_2,4819525,4850322,4835134,25000,0.001804,0.001827,0.001687,-0.038259
scaffold_2,4850323,4882177,4864907,25000,0.002117,0.002168,0.001986,-0.039208
scaffold_2,4882178,4907463,4894790,25000,0.001833,0.001833,0.001702,-0.038454
scaffold_2,4907464,4934763,4920811,25000,0.002463,0.002556,0.002348,-0.034528
scaffold_2,4934764,4960028,4947402,25000,0.00121,0.001271,0.001152,-0.038461
scaffold_2,4960029,4985455,4972730,25000,0.002068,0.002087,0.00193,-0.038263
scaffold_2,4985456,5012549,4999870,25000,0.001034,0.001025,0.000957,-0.037886
scaffold_2,5012550,5037628,5025096,25000,0.001501,0.001525,0.001417,-0.033925
scaffold_2,5037629,5072273,5056525,25000,0.002134,0.00229,0.00226,0.005219
scaffold_2,5072274,5100424,5086911,25000,0.001286,0.001279,0.002055,0.237675
scaffold_2,5100425,5129891,5115322,25000,0.001397,0.001364,0.001531,0.053415
scaffold_2,5129892,5156251,5143042,25000,0.001575,0.001557,0.004077,0.453278
scaffold_2,5156252,5182479,5169559,25000,0.002973,0.003053,0.006807,0.395015
scaffold_2,5182480,5208379,5195185,25000,0.002452,0.00247,0.003509,0.180306
scaffold_2,5208380,5237698,5223293,25000,0.002115,0.002146,0.002395,0.06041
scaffold_2,5237699,5269277,5251457,25000,0.00159,0.001655,0.006516,0.608977
scaffold_2,5269278,5306021,5288097,25000,0.001737,0.001735,0.00201,0.075432
scaffold_2,5306022,5345525,5322868,25000,0.002398,0.002183,0.002267,-0.005351
scaffold_2,5345527,5444284,5363546,25000,0.003197,0.002924,0.003961,0.131315
scaffold_2,5444285,5469809,5457013,25000,0.001538,0.001412,0.00137,-0.038467
scaffold_2,5469810,5517777,5492202,25000,0.001552,0.001516,0.001422,-0.039243
scaffold_2,5517778,5591880,5554183,25000,0.001162,0.000989,0.001006,-0.033035
scaffold_2,5591881,5637017,5616221,25000,0.001134,0.001267,0.001194,-0.002735
scaffold_2,5637018,5662907,5650028,25000,0.001818,0.001661,0.001622,-0.036284
scaffold_2,5662908,5699358,5681044,25000,0.001319,0.001321,0.001216,-0.042763
scaffold_2,5699359,5729173,5715808,25000,0.00155,0.002293,0.001788,-0.037447
scaffold_2,5729174,5764551,5746007,25000,0.001858,0.001487,0.001712,0.011837
scaffold_2,5764552,5789653,5777096,25000,0.001669,0.001596,0.001549,-0.026995
scaffold_2,5789654,5817704,5803726,25000,0.001794,0.0017,0.004254,0.425226
scaffold_2,5817705,5844549,5831534,25000,0.001554,0.00125,0.005048,0.571861
scaffold_2,5844550,5880786,5860199,25000,0.001122,0.001172,0.002602,0.393804
scaffold_2,5880787,5906133,5893417,25000,0.001174,0.001134,0.004214,0.577923
scaffold_2,5906134,5932340,5918827,25000,0.001111,0.001142,0.001233,0.046973
scaffold_2,5932341,5961734,5948283,25000,0.001742,0.001501,0.002995,0.304874
scaffold_2,5961735,5986786,5974256,25000,0.003015,0.002931,0.002846,-0.022713
scaffold_2,5986787,6012056,5999397,25000,0.002068,0.002077,0.001927,-0.037812
scaffold_2,6012057,6037444,6024689,25000,0.001445,0.001536,0.001387,-0.037297
scaffold_2,6037445,6062977,6050091,25000,0.001498,0.001531,0.001406,-0.038292
scaffold_2,6062978,6090918,6077325,25000,0.001605,0.001664,0.001588,-0.013481
scaffold_2,6090919,6116213,6103635,25000,0.00137,0.001615,0.001383,-0.03929
scaffold_2,6116214,6141368,6128789,25000,0.001559,0.001517,0.001461,-0.026673
scaffold_2,6141369,6166606,6153988,25000,0.002232,0.002241,0.002157,-0.01887
scaffold_2,6166607,6195935,6180362,25000,0.001364,0.001306,0.001242,-0.03571
scaffold_2,6195936,6232240,6213398,25000,0.001298,0.001337,0.001265,-0.021372
scaffold_2,6232241,6261162,6247716,25000,0.002556,0.002474,0.002385,-0.028888
scaffold_2,6261163,6288902,6274157,25000,0.001777,0.001682,0.001608,-0.037713
scaffold_2,6288903,6315065,6301726,25000,0.001975,0.001577,0.001672,-0.031376
scaffold_2,6315066,6340707,6327801,25000,0.002176,0.002133,0.00208,-0.018734
scaffold_2,6340709,6366068,6353418,25000,0.00123,0.001481,0.001262,-0.037047
scaffold_2,6366069,6391713,6378843,25000,0.001005,0.000924,0.00091,-0.030131
scaffold_2,6391714,6422821,6405651,25000,0.001187,0.00126,0.00114,-0.036521
scaffold_2,6422822,6448806,6435883,25000,0.002693,0.002725,0.0026,-0.021689
scaffold_2,6448807,6530074,6512123,25000,0.001565,0.001672,0.001503,-0.038435
